Drug,AAK1,ABL1,ABL2,ACAD10,ACAD11,ACOX3,ACTR3,ACVR1,ACVR1B,ACVR2B,ACVRL1,ADCK1,ADCK3,ADK,ADRBK1,AFF1,AFF4,AIMP1,AK2,AKT1,AKT2,AKT3,AP1G1,AP2A1,AP2A2,AP2B1,AP2M1,ARAF,AURKA,AURKB,AZI2,BCR,BMP2K,BMPR1A,BMPR1B,BMPR2,BRAF,BTK,BUB1,C2CD5,CAB39,CABLES1,CAMK1G,CAMK2D,CAMK2G,CAMK4,CAMKK2,CARS,CCAR2,CCNA2,CCNB1,CCNB2,CCNE1,CCNH,CCNI,CCNK,CCNT1,CCNT2,CDC42BPA,CDC42BPB,CDC42BPG,CDC7,CDK1,CDK12,CDK13,CDK16,CDK17,CDK18,CDK2,CDK3,CDK4,CDK5,CDK6,CDK7,CDK9,CDKL5,CERS2,CHEK1,CIT,CKAP5,CKS1B,CLK1,CLK2,CLK3,CLK4,CMPK1,COMT,CSK,CSNK1A1,CSNK1D,CSNK1E,CSNK1G1,CSNK1G2,CSNK1G3,CSNK2A1;CSNK2A3,CSNK2A2,CSNK2B,DCAF7,DCK,DCTPP1,DDB1,DDR1,DDR2,DHCR24,DNAJA1,DYNLL1,DYNLL2,DYRK1A,EGFR,EIF2AK1,EIF3J,EIF4G1,EPHA1,EPHA2,EPHA4,EPHA5,EPHA7,EPHB2,EPHB3,EPHB4,EPHB6,ERCC2,ERN1,ERN2,EXOC4,FAM58A;FAM58BP,FAM83A,FAM83B,FANCI,FECH,FER,FES,FGFR1,FGR,FIBP,FLT3,FRK,FYN,GAK,GAPVD1,GARS,GRAMD1A,GRB2,GSK3A,GSK3B,GSKIP,HCK,HSP90AB2P,ICK,IGF1R,IKBKE,INCENP,INPPL1,INSR,IPO7,IRAK1,IRAK3,IRAK4,JAK1,JAK2,KIAA0195,KIT,KLHL6,LAGE3,LASP1,LATS1,LCK,LIMK1,LIMK2,LYN,MAP2K1,MAP2K2,MAP2K3,MAP2K5,MAP2K6,MAP3K1,MAP3K11,MAP3K2,MAP3K3,MAP3K4,MAP3K5,MAP3K6,MAP4K1,MAP4K2,MAP4K3,MAP4K4,MAP4K5,MAPK1,MAPK10,MAPK11,MAPK14,MAPK15,MAPK3,MAPK7,MAPK8,MAPK9,MAPKAPK2,MAPKAPK3,MAPKAPK5,MARK2,MARK3,MARK4,MAT2A,MELK,MET,MINK1,MNAT1,MOB1A;MOB1B,MST1R,MYH10,MYLK,MYLK3,NEK1,NEK3,NEK7,NEK9,NLK,NME2,NPM1,NQO2,NTRK1,NUAK2,OSBPL3,OSGEP,PAG1,PAK2,PAK4,PAK6,PDCD10,PDCD11,PDGFRB,PDPK1;PDPK2P,PDXK,PFKP,PHKA2,PHKG2,PIM1,PIM2,PIP4K2A,PIP4K2A;PIP4K2B,PIP4K2C,PKMYT1,PKN1,PKN2,PLA2G2A,PLK1,PLK4,PRKAA1,PRKAB1,PRKAB2,PRKACA,PRKACB,PRKACG,PRKAG1,PRKAG2,PRKAR2A,PRKCA,PRKCB,PRKCD,PRKCE;PRKCH,PRKCI,PRKCQ,PRKD2,PRKD3,PRKG1,PRKX,PRKX;PRKY,PSMG1,PTK2,PTK2B,PTK6,PTPN1,PYGB,PYGL,Q6ZSR9,RASSF2,RASSF3,RASSF5,RET,RIPK2,RIPK3,ROCK1,ROCK2,RPL10,RPL35A,RPL4,RPS4X,RPS6KA1,RPS6KA3,RPS6KA4,RPS6KA5,RPS6KA6,RPS6KB1,S100A8,SAV1,SIK2,SIK3,SLC16A3,SLC25A5,SLC5A1,SLK,SMARCC1,SMC2,SNRNP200,SNRPF,SRC,STK10,STK11,STK16,STK24,STK26,STK3,STK38L,STK4,SYK,SYNGR2,TANK,TAOK1,TAOK2,TAOK3,TBK1,TBKBP1,TEC,TESK1,TEX264,TGFBR1,TGFBR2,TNIK,TNK1,TNK2,TOP2B,TP53RK,TPRKB,TRRAP,TYK2,U2AF1;U2AF1L4,UBASH3B,ULK1,ULK3,UNC119,WEE1,YES1,ZAK
AC-480,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.593469140742382,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
ACTB-1003,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.376123755960638,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.502919810207951,5.488111125548219,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.395078693372838,5.0,5.0,6.332777220356355,5.729659204514768,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.519570507848016,5.0,5.0,5.0,5.0,5.0,5.0,5.380834741024266,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.821130535503096,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.294477108344518,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.031888696662868,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.383488708832032,5.2753516680961114,5.0,5.0,5.5706455341722645,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.897898485816748,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
AEE-788,5.0,5.962369922477407,4.826118015329903,5.0,5.0,5.0,5.0,4.792611960040125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.305696858610233,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.282039342929468,4.549879766086121,5.0,5.0,5.0,5.0,5.0,6.395175145472617,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.578411842592665,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.493544016380495,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.237699580937726,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.199083897815955,4.662138248550441,5.0,5.0,5.0,5.0,5.025467417808742,5.0,5.0,5.0,5.0,5.0,5.6597797698140955,5.0,5.0,5.0,5.45170825344967,5.0,5.098031448972843,4.299178554553433,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.419215649215208,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.027653985777439,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.378872629276261,5.0,5.0,5.0,5.0,4.003349071057585,5.0,5.0,5.0,5.0,5.0,4.371096519988098,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.997549984584282,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.186032164181543,4.765689761967444,4.865258377557575
AEW-541,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.9201202699583115,5.0,5.0,5.0,5.0,6.078154653393543,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.84095732539741,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.386935161177914,5.0,5.0,5.0,4.218080612361044,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.1870011666538876,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.20565851646395,5.0,5.0,5.010136908978863,5.0,5.0,5.0,5.393531952607438,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.411244058684932,5.0,5.0,5.0,5.611763549616992,5.478122183709152,5.239420760316049,5.0,6.836174014481187,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.339625483950993,5.0,5.0,5.603134196970502,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.340680054668349,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.712366648256689,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.6353568069664295,6.4493526386932665,5.190219041336271,5.0,4.73838444922343,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.449204275729559,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.423206030064408,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.472065135302579,5.0
AMG-208,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.55129504349324,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
AMG-900,5.0,5.721493837337654,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.17612090675478,7.701540886524382,5.0,5.705890597051443,5.0,5.0,5.0,5.0,5.605219599091962,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.7405268580544675,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.648163459537265,5.0,5.0,5.0,5.0,5.609462361232387,5.492377089181599,5.829941974575215,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.631763997350022,5.0,5.0,5.0,5.0,6.957260916864818,6.525696889918116,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.556900343045564,5.0,5.0,5.0,6.895067667171789,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.529441745458783,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.78540105760891,5.0,5.772217845888791,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.479670278603859,5.4574672931989845,5.0,5.0,5.0,5.0,5.0,5.7064917789870995,5.561211378153742,5.0,5.554126209095827,5.0,5.0,6.730137491159729,5.0,5.0,5.7670828500559495,5.0,5.0,5.0,6.133781303242639,5.0,5.0,5.0,5.0,5.0,5.570920187842852,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.623193738577681,5.0,5.0,5.0,5.0,5.0,5.0,5.474596277626597,5.0,5.0,5.660366517308971,5.0,5.967969693968339,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.961894529643153,5.0,5.0,5.0,5.246184927099701,5.718610097208273,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.449012885655957,5.0,5.0,5.0,5.943299425527316,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.684185619096384,5.666999170644802,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.519627636298644,5.0,5.0,5.0,5.0,5.0,5.0,5.722047986648364,5.0,5.7530133406675485,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.722093992932591,5.0,5.0,5.0,5.0,5.0
ARRY-380,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.5961257237117525,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.407642696419028,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.6085143131879995,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
ASP-3026,5.877790565344273,5.279201004493556,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.000481829576738,5.0,5.0,5.0,5.0,5.739217567080542,5.0,5.0,6.30635627359061,5.0,5.0,5.0,5.0,5.0,6.152732972125021,5.8494335658803545,5.0,5.039539094120952,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.393642873284156,5.0,5.0,5.0,5.0,5.0,5.0,4.681382001683585,5.0,5.0,5.0,5.0,5.9023283906975195,5.0,5.0,5.0,5.0,5.259604591482174,5.0,5.0,5.0,4.913602511913936,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.439706607954326,5.949971621465776,5.0,5.0,5.0,6.202636102425451,6.408645747480261,5.814511154745527,5.549731436920835,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.904273786415024,5.0,5.0,5.012228709421077,5.0,5.0,5.0,5.102019076979913,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.89437154172521,5.400332894250317,5.275259918042597,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.196363508647494,5.0,5.0,5.0,5.0,5.357057035336611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.156288242631082,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.573448031708626,5.0,5.0,5.0,5.0,5.0,7.133085992464878,6.564338075311936,7.214982679902487,5.0,5.0,5.0,6.085280893843326,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.911120059578056,5.0,5.0,5.0,5.0,4.4399876303043335,5.0,5.0,5.0,5.0,5.0,4.625242489684749,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.989655353470079,5.0,5.0,5.0,5.0,5.0,7.483635641783039,8.312818503624047,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.107175162095643,5.0
