,ABL1,ABL2/ARG,ACK1,AKT1,AKT2,AKT3,ALK,ALK1/ACVRL1,ALK2/ACVR1,ALK4/ACVR1B,ALK5/TGFBR1,ARAF,ARK5/NUAK1,ASK1/MAP3K5,Aurora A,Aurora B,Aurora C,AXL,BLK,BMX/ETK,BRAF,BRK,BRSK1,BRSK2,BTK,c-Kit,c-MER,c-MET,c-SRC,CAMK1a,CAMK1b,CAMK1d,CAMK1g,CAMK2a,CAMK2b,CAMK2d,CAMK2g,CAMK4,CAMKK1,CAMKK2,CDK1/cyclin A,CDK1/cyclin B,CDK2/cyclin A,CDK2/cyclin E,CDK3/cyclin E,CDK4/cyclin D1,CDK4/cyclin D3,CDK5/p25,CDK5/p35,CDK6/cyclin D1,CDK6/cyclin D3,CDK7/cyclin H,CDK9 cyclin K,CDK9/cyclin T1,CHK1,CHK2,CK1a1,CK1d,CK1epsilon,CK1g1,CK1g2,CK1g3,CK2a,CK2a2,CLK1,CLK2,CLK3,CLK4,COT1/MAP3K8,CSK,CTK MATK,DAPK1,DAPK2,DCAMKL2,DDR2,DMPK,DRAK1/STK17A,DYRK1/DYRK1A,DYRK1B,DYRK2,DYRK3,DYRK4,EGFR,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHA6,EPHA7,EPHA8,EPHB1,EPHB2,EPHB3,EPHB4,ERBB2/HER2,ERBB4/HER4,ERK1,ERK2 MAPK1,FAK/PTK2,FER,FES/FPS,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1/VEGFR1,FLT3,FLT4/VEGFR3,FMS,FRK/PTK5,FYN,GCK MAP4K2,GRK2,GRK3,GRK4,GRK5,GRK6,GRK7,GSK3a,GSK3b,Haspin,HCK,HGK MAP4K4,HIPK1,HIPK2,HIPK3,HIPK4,IGF1R,IKKa/CHUK,IKKb/IKBKB,IKKe/IKBKE,IR,IRAK1,IRAK4,IRR/INSRR,ITK,JAK1,JAK2,JAK3,JNK1,JNK2,JNK3,KDR/VEGFR2,KHS MAP4K5,LCK,LIMK1,LKB1,LOK/STK10,LRRK2,LYN,LYN B,MAPKAPK2,MAPKAPK3,MAPKAPK5/PRAK,MARK1,MARK2/PAR-1Ba,MARK3,MARK4,MEK1,MEK2,MEKK2,MEKK3,MELK,MINK/MINK1,MKK6,MLCK/MYLK,MLCK2/MYLK2,MLK1/MAP3K9,MLK2/MAP3K10,MLK3/MAP3K11,MNK1,MNK2,MRCKa/CDC42BPA,MRCKb/CDC42BPB,MSK1/RPS6KA5,MSK2/RPS6KA4,MSSK1/STK23,MST1/STK4,MST2/STK3,MST3/STK24,MST4,MUSK,MYO3b,NEK1,NEK11,NEK2,NEK3,NEK4,NEK6,NEK7,NEK9,NIK/MAP3K14,NLK,OSR1/OXSR1,P38a/MAPK14,P38b/MAPK11,P38d/MAPK13,P38g,p70S6K/RPS6KB1,p70S6Kb/RPS6KB2,PAK1,PAK2,PAK3,PAK4,PAK5,PAK6,PASK,PBK/TOPK,PDGFRa,PDGFRb,PDK1/PDPK1,PHKg1,PHKg2,PIM1,PIM2,PIM3,PKA,PKAcg,PKCa,PKCb1,PKCb2,PKCd,PKCepsilon,PKCeta,PKCg,PKCiota,PKCmu/PRKD1,PKCnu/PRKD3,PKCtheta,PKCzeta,PKD2/PRKD2,PKG1a,PKG1b,PKG2/PRKG2,PKN1/PRK1,PKN2/PRK2,PLK1,PLK2,PLK3,PRKX,PYK2,RAF1,RET,RIPK2,RIPK5,ROCK1,ROCK2,RON/MST1R,ROS/ROS1,RSK1,RSK2,RSK3,RSK4,SGK1,SGK2,SGK3/SGKL,SIK2,SLK/STK2,SNARK/NUAK2,SRMS,SRPK1,SRPK2,STK16,STK22D/TSSK1,STK25/YSK1,STK33,STK38/NDR1,STK39/STLK3,SYK,TAK1,TAOK1,TAOK2/TAO1,TAOK3/JIK,TBK1,TEC,TGFBR2,TIE2/TEK,TLK2,TRKA,TRKB,TRKC,TSSK2,TTK,TXK,TYK1/LTK,TYK2,TYRO3 SKY,ULK1,ULK2,ULK3,VRK1,WEE1,WNK2,WNK3,YES/YES1,ZAK/MLTK,ZAP70,ZIPK/DAPK3
ATM Kinase Inhibitor,0.4768191442330192,7.996405150571718,4.331782205471924,0.0,3.9634739241098202,0.0,3.837392316476894,0.07869875322990083,2.4868352140536274,0.0,2.0004714528643603,0.0,6.860437616314002,0.0,8.268720845318455,4.162298642821639,15.098606649944742,0.0,3.837392316476894,0.0,0.0,9.352964182275088,1.8468830463459511,0.0,0.0,3.1780008347526802,3.031922132783663,0.0,0.0,5.763925765537778,0.0,0.0,0.5628176758553423,0.0,0.0,0.0,0.0,6.042837930630583,0.0,0.0,0.0,11.52427442016392,0.0,15.370691072556724,0.0,0.0,0.7731042345418189,3.226025516780126,0.47263892271217856,1.86455650449534,0.0,3.474173953678843,0.0,0.0,0.0,0.0,5.095627290748411,0.0,0.0,0.6846280165057408,6.69638786360801,12.059981447224018,2.603211577225821,3.969921313374499,0.0,15.263276882534058,0.0,0.0,0.0,4.33297308513832,0.0,17.32394564292011,1.1551711019450863,0.0,0.8437002931136846,5.165058587703967,1.8395058519529073,4.998932582612241,0.0,0.0,15.673222735718923,0.0,0.0,15.329302629560047,3.7808520054503845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.724877314478235,2.7038395912193494,0.0,0.0,0.0,0.0,0.0,0.0,0.7554497383360257,1.328368036261736,5.31944984618454,0.0,15.092895829960781,9.210801854901689,1.6335751593304906,0.0,8.080057028422573,0.5407172359328456,11.373657565936213,0.0,20.974959223782903,0.0,0.0,0.0,16.964340063515948,0.7608051452206155,13.295076442583024,1.3010910952534402,0.0,0.0,6.798959911173867,0.4071638165097937,0.0,0.0,0.0,1.8239578248420827,12.58789254505335,0.0,3.4776539332920606,0.0,0.0,0.0,1.2825153865608598,3.361899943994061,0.0,0.0,0.0,16.025211516459493,2.3414260571589125,6.3597309019173025,4.069124510959057,6.390236448294758,1.9333023940044995,0.0,3.5262103257638273,2.939755667386777,0.0,0.0,0.0,5.779831761253163,0.0,5.499556186986894,0.0,13.726608562694736,0.0,0.0,5.100638964613012,18.186808372443522,7.312663625381816,0.0,0.08200452993685303,0.035090434433413975,0.0,0.0,2.556935972152189,4.5231995876053475,4.062533938383297,1.4414872706848598,0.4879666574302348,0.0,0.0,0.0,0.0,11.87240135855167,0.37525731625814274,5.024190608849352,0.0,2.235128322658113,9.565561904465127,10.893678836563055,0.0,0.0,11.49512089863974,0.0,0.0,10.034829669699036,0.0,0.0,0.0,5.095970672240881,0.0,3.9017584227662496,0.6739001009943877,0.0,0.0,0.0,8.491986760771368,0.0,7.699496503211606,0.0,4.957219325836832,0.0,1.1733428003229278,4.365570158887039,0.0,0.5591032108468568,0.0,0.0,0.0,0.0,1.4425369174324203,22.356263853540213,0.0,47.689339141108405,0.3982660738907384,0.0,19.682788787479865,0.0,0.0,8.101069463967434,0.0,0.3301474026264799,3.1428452907654787,0.0,9.66333190239375,16.591511602996505,0.0,0.0,0.0,0.0,0.0,7.772104384917583,5.6450502840083345,27.101620343052303,0.0,15.376511775684321,1.9123999754301053,0.0,0.0,5.293799985681446,17.555979386332638,0.0,6.5550283887813805,0.0,0.0,0.0,0.0,2.358318383644985,0.0,18.59031900604188,1.7715589231009972,9.43256268649219,0.0,1.4287354251531212,0.0,6.525742077425292,0.0,6.177613086438498,0.0,0.0,4.509485891352227,0.0,0.426244345590419,6.7378838629879,0.0,15.950695180673023,0.0,15.503464560329377,0.0,0.0,0.0,11.496558655863282,0.0,6.586922809972208,0.0,0.0,0.6475198754573483,0.8508691244867634,0.3091246835661252,2.2747519601654744,0.0,0.0,5.919139876447929,4.214716269904699,0.0,8.09914328760135,0.0,0.0,9.30186466231801,1.6721272684348776,0.0,0.0,10.638493338125727,0.0,2.9453868779910977,0.0
ATM/ATR Kinase Inhibitor,0.0,0.0,2.0412510719799712,0.0,8.433957678632922,0.0,0.0,0.0,1.244223156548344,0.0,7.439007210412925,0.0,4.693889012510226,2.9234605642903375,19.164493176376226,4.699587698536334,6.193892056020729,0.0,0.0,0.0,0.0,12.176741704167625,1.692197096503918,0.0,0.0,2.8434164913365976,3.7701670191898415,0.0,3.8687040755243913,6.930113551422721,0.0,0.9756432130913026,0.0,4.014865373830645,0.0,0.0,0.0,1.4919071862328224,0.0,0.0,0.0,7.938884447181593,0.0,10.768957489272069,0.0,0.0,6.30861852568809,3.156252134975176,0.0,0.0,0.73120179981251,0.9744873724740444,0.0,4.964707419224396,0.0,2.361114320855876,5.873687015291779,0.0,0.0,16.661342235775663,1.7042405345228389,12.293266969073429,4.647480253605778,3.047748254883274,0.0,6.537469822142526,0.0,0.0,0.0,0.7365832726653707,3.516517022319192,24.864031338158895,0.0,0.0,3.6412689923868413,14.494812500090745,0.21866959194144897,0.24139075718423442,0.0,0.0,0.0,0.0,0.0,11.876856328648955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1988322865722125,0.0,0.0,2.444816688359907,0.0,0.0,0.0,2.2658691757615372,2.303078420179702,3.231532523851513,0.0,15.47576989703775,2.807151753291734,0.685012998163316,0.0,3.7534174171976815,0.0,8.783805003918488,0.0,20.458962399564285,1.65625218306036,0.0,0.0,2.4982074031772328,0.0,0.0,0.0,0.0,0.0,7.294275250708054,0.0,0.0,0.0,0.0,6.30271812104192,8.486290617334234,0.0,0.0,0.0,0.0,0.0,6.250197666114019,5.116134068549144,0.0,0.1204587730437936,0.0,17.879537498056408,11.35166310317635,3.75814311702095,7.463970473876941,8.983620324961677,8.152631359421122,5.540528125755031,5.799423343313364,0.0,0.7128805245618253,0.0,0.0,3.707860057067677,0.0,0.0,0.0,7.718012157863626,0.0,0.0,4.928524441216652,17.746288449117884,3.2334818071314544,0.0,0.0,0.0,0.0,0.3924223586391662,0.0,6.0234958819085875,1.1447641933372807,0.0,0.0,0.0,0.0,2.806013376131858,0.0,7.27437336791364,2.017703702540288,3.837242876827645,0.0,7.17251184767477,10.704782765546298,0.0,0.0,0.0,7.8392171510293736,0.0,3.7884917420304163,12.159839821124734,0.0,0.0,0.0,7.861469617473972,0.0,1.6768327958305065,0.0,0.0,0.0,0.0,8.065661020536709,0.6519244038234575,13.971381174673127,0.0,8.133574542164865,0.0,0.0,0.0,0.0,0.0,0.042441802844365384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.89488168434292,0.0,0.0,8.801061335167248,0.0,0.0,0.20813661850689869,6.019292495588672,3.1223512128796926,1.482525554338821,0.0,1.9603838643379845,0.0,0.0,0.0,3.3501925189523973,7.157420340058792,11.94162610453101,0.0,7.1489653743556545,5.578165393758738,0.0,0.0,4.672084701023692,0.0,2.5652595948598673,0.0,0.21217527379025114,0.0,0.0,0.5030174470983582,0.0,3.8397103349823283,0.0,5.304120130609846,6.862984988601923,0.0,14.229361367626453,0.0,4.814631339838854,0.0,3.0691569385623296,0.7278589107643825,0.0,0.631031401086716,6.641234863403199,3.8237555810252672,0.4182538833233025,0.0,22.96912700766181,0.0,10.309540572589441,0.0,0.0,0.0,1.3430620298568385,0.0,8.354623562347456,2.185003425157987,0.0,0.0,2.317426061159722,0.0,7.3351925889364935,3.0648896578234996,0.0,8.464711739751365,6.028463626208577,0.0,0.9337733670688237,0.0,0.0,3.338308853718644,8.18925749060574,0.0,0.0,5.408165047877134,1.412153702041806,5.760598985584579,0.0
AG 1024,40.17147931597998,42.88288809396465,6.877107284974301,0.0,2.289273411350848,0.0,2.0604056477375394,0.0,0.0,0.0,0.0,0.8268514940705671,4.629912759617042,0.0,10.20871561810229,2.9378719474527344,12.387206129697304,0.0,2.0604056477375394,0.0,0.06342176096272567,8.648114194113958,5.969049359727734,5.45712832840654,0.0,2.1252620943875797,2.718081138932206,0.0,12.553862922020642,2.472755846660931,0.0,0.0,0.0,0.0,0.7366465498834316,4.025371166913317,0.0,5.808729779583317,0.0,7.466299224172914,12.219426521372156,27.44046815410742,9.301368551430954,22.35330054902805,1.097040235539822,0.0,3.5115038713512376,1.8467126055574994,0.0,0.9168135780413849,10.670858165543422,1.5100058055824235,0.0,4.609557183836699,0.0,0.0,15.460654979133949,14.45670484069278,7.882582888509845,0.0,0.0,14.154782797078838,0.6561414028607544,5.458566482671785,0.0,0.0,0.0,11.395487325041685,0.0,0.0,0.0,14.092144695476222,0.0,0.0,0.0,3.1101335189605663,7.680533420236898,4.638922287579277,0.0,0.0,0.0,1.8465868372552734,0.0,14.877603854809124,0.0,0.0,5.273613769306053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.281690084465112,6.002114207426189,0.0,8.729062022855032,0.0,0.0,0.0,4.12355716204695,3.645374485944018,7.210554510674314,1.987172281197843,24.595529116890333,7.494140187336399,0.0,0.0,3.2163759303608117,0.6688551648693988,32.83855643988895,0.0,16.268950432950817,2.0120970842628765,0.0,0.0,5.438224223265877,0.0,0.0,0.0,32.77863223048465,33.87689544489808,3.838365795316861,0.0,0.0,1.8132723787555278,0.0,3.360337185089662,10.317946721192357,4.2641983213055425,13.244562511542398,0.0,0.0,0.0,0.0,1.60166108580529,0.0,0.0,0.0,9.578472001831784,0.0,7.453556487570168,2.2317434491590973,4.171185523369388,12.212368683222337,1.5384764724852005,14.788733513079649,4.597674132454699,0.0,25.945566505314844,0.0,7.67165043296518,0.0,2.5500976661005836,1.219187140741937,18.43607096590067,0.0,0.0,9.232821851912732,14.217792827251856,6.31994317373281,0.0,8.408259372077794,0.0,0.0,9.354570735116425,0.6928761190037989,9.755498176395974,0.0,2.6344944220214472,4.083893016401788,0.0,0.0,0.0,0.0,9.125944783587912,20.604370712071898,9.485793787138945,0.0,3.682455225256035,4.79254006708635,0.0,0.0,2.298030530713149,13.043170402018859,3.9839413735127067,3.391163417929633,6.261893627811105,0.0,10.499848784222706,0.0,2.6727928545064117,6.4219643675832145,1.958043758705486,1.7058470018475305,0.0,1.451748883213483,0.0,8.665379893889138,0.0,10.075355922236753,3.474425702949617,3.086685546241199,0.0,0.0,0.0,3.3217100815815286,0.0,4.6351487309975425,0.0,0.0,3.262073961712673,0.0,5.2712988327613175,0.0,10.891651503782441,0.0,0.0,18.56139337816228,0.0,0.0,16.960620304497752,0.0,0.0,9.568993057841254,0.0,0.0,7.290471397249746,1.9753727555923462,0.0,0.0,0.0,0.0,12.372520466838807,5.537709225723063,35.66192920212984,7.697303210642104,7.384678105647353,5.42047587632527,0.0,0.7375988080739546,0.0,1.7857566933003568,67.24344133171851,0.0,17.096561158140872,4.367015674927131,0.0,6.849255432467331,0.0,7.761145536013686,1.0901631199479027,0.0,4.6607429291321125,0.0,2.260841380920496,0.0,5.331400955976164,0.43652902879227895,1.6083163820590443,0.0,0.0,0.8138895481694988,4.374547817194639,0.0,8.941178733822014,0.0,12.42186732152092,2.372390446608719,12.11177582117736,2.0518212655476873,3.5306341002322768,0.0,9.789783697029804,0.0,6.215688769071562,2.0536828152104505,0.0,0.0,9.147279150374487,0.0,3.4365693048158903,0.0,0.0,3.496840542224561,38.65264049452466,0.0,11.821341435314395,0.0,0.0,13.55622043150754,9.09791102033843,0.0,0.0,16.98099401731446,8.847965134926,8.397327481929281,3.642811924695039
AGL 2043,19.635625755582225,0.0,0.01668425251753547,0.0,8.499803431570143,0.0,0.20429030797134828,0.0,0.7178508015300622,0.0,1.3411771983471965,0.0,4.656150302408719,1.141887743002556,15.16029298248651,15.08019305650268,6.65541727484009,0.0,0.20429030797134828,0.0,1.7633636878635457,11.428280185148623,1.3459947653771849,2.044605911801682,0.0,59.5544463713515,9.56037332091583,0.0,10.089758249292487,1.9156180824369926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.302843617290222,0.0,0.0,0.0,3.2549421247287,0.0,8.594294880240412,6.399592100579355,0.0,0.0,0.6962486170511539,0.0,0.6520988369250347,12.194211094381501,0.0,0.0,11.70149103356249,0.17044289677698998,5.373098089168167,3.2776083331755643,4.096127390753082,5.485563911498446,7.753371723952881,0.0,3.881925662477002,0.0,1.0427378016728142,0.0,4.745931639214845,0.0,20.774277263355202,1.0054771966788252,0.0,0.0,0.49586281071992744,5.9135465756957615,0.0,0.0,0.0,19.50709234674204,0.1194906679812675,0.0,0.0,0.0,0.0,0.0,12.906111171007268,0.0,0.0,6.93820986516991,0.0,0.0,7.520331309414502,0.0,0.0,0.0,0.0,7.889106599380483,7.969792309167957,4.99858775812082,0.0,0.0,0.0,0.0,0.0,11.193792275288075,8.217228185595957,32.87168772483163,3.652795179172216,10.748938542538596,6.3802200857531375,72.53285371504998,13.79396647862606,36.52397823652706,1.1104601425790435,0.0,0.0,16.31094478710176,0.7965524239844513,0.0,0.0,0.0,3.365765262473289,5.862969084003183,0.0,0.0,1.9678416361235946,15.462127193768652,0.0,0.0,0.0,0.0,3.574988433248933,3.831527770694649,0.0,10.242098153026916,0.08008739307263113,0.0,0.0,0.4716487141858181,3.291996087570894,0.0,0.0,0.0,6.346839810243438,25.276564824119674,3.72473730629531,22.6390819688894,5.228744006818914,13.695840543648188,0.0,10.397799376123686,5.290825918460001,0.0,2.230631393853173,0.0,4.585629396049654,0.0,0.0,0.0,18.566125904700755,0.0,0.0,10.258788597712055,22.498819598683667,9.770881316937604,0.0,4.355349225268014,1.1473446488285504,0.0,3.039473719233257,25.521728737834962,9.735539673758296,0.0,8.92221096200808,7.303946056869066,0.0,0.0,0.0,0.0,11.579085617914814,3.4328841086236537,2.5942961893501746,2.949333940420246,0.0,0.6958818372299476,9.40235552572247,0.0,6.00726882324301,6.948055403586892,2.9649605858549535,0.0,4.753538599311355,0.8097815229369587,13.454596120280769,0.0,2.6412428215331403,0.0,0.6397134215931857,2.4821271056971312,0.0,0.2761042423858555,0.0,4.9629959744699335,2.003310106576663,13.395698687395921,0.0,1.2002572455942584,0.0,0.0,3.3803641276757332,0.0,1.1208583787692419,76.19430046192662,36.70474950967892,0.0,1.769286495988041,0.0,0.0,0.0,8.824845600621956,0.03125487422173023,0.0,25.30795717667442,0.0,0.0,21.448225889261195,0.0,3.188933542810858,5.141158099331278,0.8869962825223183,2.2537366312016047,2.91802010116038,0.0,4.413411796312118,0.0,0.3083237085177615,1.5206082528756468,12.26120063740322,3.4603087788729567,28.967244419127013,0.0,0.6355232366751693,4.385863458660481,0.0,3.5633184945347836,0.0,31.112865380116943,10.853646276607321,0.0,2.1734535767976126,0.0,0.0,2.056605935455508,0.5669467973615667,3.7006027607805265,4.9692967922740365,11.532385920107231,4.065322672408428,0.0,0.0,0.0,5.521174876573909,3.285406834140943,4.577776615669535,0.0,0.0,4.84162246834984,8.728881564496788,2.708020984084243,8.457023387826183,0.0,20.230884551903443,5.672052547758199,7.511715557839921,0.0,0.255975667743769,0.0,6.954595502157957,0.0,10.838248235409452,3.418434051498565,0.0,0.0,35.2524295694281,40.12810972163311,1.7733651378566435,7.363358734409431,0.0,4.770954989129876,0.0,0.0,15.40418407092784,0.0,0.0,4.377215729230187,13.111269505551661,0.0,3.103463548631524,33.07667967314606,10.93262288566676,6.736263441174557,0.0
Akt Inhibitor IV,3.2703976076176104,4.2553990803207284,2.004794310390025,0.0,0.3679119580250756,0.0,0.8590430194282987,0.0,0.0,0.0,0.0,0.0,3.8638911648707506,0.0,11.897787286510066,6.14954178444836,8.698953615066898,0.0,0.8590430194282987,0.0,0.0,9.762086839347333,0.0,4.2559954899702745,8.408494937451394,0.0,3.463351352868898,0.0,5.469684010478716,5.592550892185372,0.0,0.3031157127269637,0.0,0.0,0.0,5.975513945481339,0.0,6.791910093315778,0.0,0.0,1.2236603180943177,0.0,0.0,7.116171092775446,7.827360172194872,0.0,0.0,0.0,2.3939600270496726,0.0,7.820957048240899,2.216969905478223,0.0,10.450772860482033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.635444593821603,3.180706841600852,0.0,0.0,1.6170975495632547,0.0,4.535332358743986,8.01244220553589,0.0,3.587607832805432,25.30169633512726,5.691797628196781,0.0,2.6462960456318854,6.119731948433781,3.0589458625299244,3.3189887877261413,0.0,0.0,1.3093327182643293,0.0,0.0,22.85868784484697,0.0,0.5528760269080095,8.103225665775057,0.038611821562938076,0.0,2.0880560288335914,3.6927287015588206,0.0,0.8749988211161508,0.0,0.0,7.9679678922173025,0.0,0.0,0.0,0.0,1.1052520679251359,0.0,2.5772148471645977,0.0,11.617890973925284,15.888828499756414,5.948807856526983,5.910757216132907,1.4037876541211602,9.06589509100175,0.0,2.883762483820277,0.806962415816713,0.0,12.501218935228152,2.5838976313122686,0.0,0.0,1.1124374952547669,0.0,0.0,0.0,0.0,0.0,0.0,0.45350311495593587,0.0,0.0,0.0,7.001762401764083,14.032998089531844,1.3907511609580325,5.291609061495251,6.046158710337778,0.0,0.0,0.0,7.282762688343325,0.0,1.1700526961795106,0.0,3.714719878934943,5.385852286426228,7.2767595627337585,6.066700575470421,8.304712820348954,10.082987946657752,1.71852290876447,6.9155349057075455,0.0,4.490407400051254,0.0,0.0,2.8015594604220553,0.0,3.1796377326234904,0.0,8.396428753108466,1.175941396976043,0.0,6.466508211375228,11.546815883174958,9.722050778886597,0.0,6.61415645189669,0.9702491848421744,0.0,1.5991283913666905,4.174933187423292,1.6897186835103923,0.0,0.0,0.0,2.5764316015292223,0.0,5.024536326492893,0.0,5.4444143695800165,0.0,1.6921128801922976,1.1260384467090887,0.8325158224743632,6.316166399519474,5.282160149257052,0.0,0.0,8.386009805763095,0.0,0.0,9.490735624809844,3.8697657177838494,4.632001909967329,0.0,4.022093553374589,0.0,5.8134935982439515,5.054337154888614,0.0,0.0,0.0,3.229141944079956,6.827618210242804,12.498418906976852,2.6950202307832,0.0,0.0,1.408641057148401,4.514490769889122,0.0,0.0,4.805685209364199,0.0,0.0,3.9362658797330994,0.0,0.0,0.0,1.177273067478751,0.0,0.0,22.263944955995527,0.0,0.0,6.723169058766231,2.309788151147643,0.0,0.5730189528176197,9.863819582836555,8.126021261229454,2.631705880479302,5.398682538053279,0.23137478344632711,0.0,0.0,0.0,7.5951437075623005,14.344898860107136,20.83763863622545,0.0,6.902745406877614,0.0,0.0,0.0,3.1507757543245987,4.40383255109478,11.400998014339834,0.0,1.9158650524518777,0.8954331962894173,5.562513225643073,0.9424966471332112,0.0,0.0,0.0,4.006171132278439,2.831959466012961,0.0,0.0,0.0,0.0,6.6539903100331514,6.260636498309509,0.0,0.0,1.598424989625272,0.0,3.460150154526289,10.578799632333414,0.0,18.935651138807472,0.0,1.164390758955875,0.6119431982530443,2.3480624982602762,0.0,4.300767814841919,0.0,4.909640536747787,3.963231270313031,0.0,0.8923161167252829,2.1705522689481285,0.0,1.615301480479971,3.433586774583503,0.0,9.264699385245535,11.477533873856203,0.0,9.136575486469468,0.0,0.0,9.11060530626024,7.560893656130162,0.0,14.093017289183535,5.107804992562706,6.160829056527632,4.542461371931893,4.568723407115357
"Akt Inhibitor V, Triciribine",0.14506449879047523,0.0,7.4928329496740105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0673544008346596,2.243504154747143,0.0,3.7932202114094196,8.851894544548685,0.0,0.0,0.0,0.0,0.0,2.173057576322492,2.5583961124777517,0.11004043034257904,0.0,0.0,6.054521089494273,0.0,7.6802342639126095,3.2265696650948428,0.0,0.0,4.99082805294745,1.3055962925217415,0.1445827755722462,0.0,0.0,0.9482729997361332,0.0,0.0,0.0,8.287456716865208,0.0,12.371315625233592,5.448747356614433,0.0,0.0,0.0,0.0,1.4410246201191796,0.9594906980819218,0.9765735417036865,0.0,2.6757244336468773,0.0,0.0,8.853402285462252,0.0,0.0,0.0,0.0,4.907130306887893,2.866204345060794,0.0,0.0,3.242413879025662,0.0,19.596101541482483,0.0,0.0,0.0,7.24814226598474,1.793283721157195,0.0,5.972349494544616,2.9461678563644966,0.0,0.2374330646750309,0.6623085732784091,0.0,0.0,0.0,0.0,10.159047717188628,0.0,0.0,10.483255407186817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02634178277195076,7.40878331285721,0.935655017593092,0.0,1.893699136480734,0.0,0.0,1.5063431480502771,0.4319374322444105,0.0,0.0,0.0,9.053030192020515,4.405553822497808,1.4564594944776417,1.3206147976280818,0.0,0.0,0.0,0.0,10.12539448225644,13.538377305383932,0.0,0.0,7.277109582641572,6.095791112044154,0.0,0.0,0.0,0.0,8.808964857528906,0.0,0.0,10.509564796370356,0.0,5.555104009928954,8.354905025742298,2.7919804896064875,0.0,0.0,0.0,0.0,0.12769184587946825,2.6495054253499717,0.0,0.0,0.0,10.342401469553892,2.755118196702824,1.101982797441579,11.760492029457652,5.412769029014299,8.559233955085148,0.0,6.980296570901658,3.5077443085412767,5.239186670454444,0.0,0.0,0.0,0.0,3.1847950472929227,0.0,4.12775567143845,0.0,0.0,7.327346862292771,10.44591698419282,13.676559026103206,0.0,0.0,0.0,0.0,0.0,8.505849409608402,0.0,0.0,0.0,0.0,5.27807690154998,0.0,0.2531012373311512,0.0,0.0,0.0,0.2990939776276491,0.0,1.8979515436229235,4.5858705404209275,9.79023393308951,0.0,4.1618947928304095,8.803559677088828,5.862617472401951,6.329924560510648,0.7483630506644658,0.0,0.0,0.0,0.0,0.0,0.0,3.8192982739872576,0.0,0.0,0.0,3.7797562008347967,5.925411546113409,11.367974029213244,0.6591773829270551,1.428377648675223,2.993056319580262,3.0108434346037143,0.0,0.0,0.0,3.540505126569599,0.0,0.0,0.6004945414327949,0.0,0.0,0.0,0.0,0.0,0.0,19.553359735799503,0.0,0.0,1.8224394703320428,0.0,3.407602036387246,1.4487038059160113,3.8146502247544873,3.6138673776223413,0.0,1.2605865239963805,0.0,0.0,0.0,6.120698325123442,2.6267833902591633,4.3554441534274275,6.855696598716591,0.0,0.0,0.7735883678427484,0.0,6.449035980426885,5.3773927977209155,4.665618388523114,11.704231653274292,0.0,0.0,0.0,0.0,1.431724915312742,0.0,0.0,8.794601472680029,0.0,2.0140660685884484,0.0,0.0,0.0,1.6882908115472333,6.54119073352534,3.81052625705226,5.56673159856922,0.0,1.8412662668372235,0.0,0.0,3.1772810959505193,0.0,11.669327937646173,0.0,9.156038236324434,0.0,2.6532698449967285,0.0,3.040993656363227,0.0,4.840921673106379,0.0,0.0,0.7320216378539044,2.564408492079181,0.0,0.12494616102424061,0.0,0.0,1.8590691573718345,0.0,1.3340633707821752,3.534361418058751,0.0,0.0,10.341119062407756,0.0,0.0,0.0,6.2856502878179015,0.0,0.0,0.0
